page_path,total_clicks,total_impressions,avg_position,avg_ctr,unique_queries,top_query,page_type,handle,sessions,engaged_sessions,bounce_rate,avg_session_duration,purchase_revenue,transactions,new_users,revenue_per_click,click_to_session_ratio,date_start,date_end
/products/scandinavian-dining-table-extendable-dining-table?variant=45934517616939,0,142,7.2,0.0,23,"""55"" ""scandinavian dining table"" ""us"" ""2"" ""1500"" ""0.70"" ""0.78"" ""scandinavian dining table"" ""2023-09-11 07:12:57"" ""image pack",product,scandinavian-dining-table-extendable-dining-table?variant=45934517616939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/the-astrid-mid-century-modern-sideboard-buffet,0,30,16.7,0.0,17,astrid buffet,product,the-astrid-mid-century-modern-sideboard-buffet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/the-santa-monica-mid-century-modern-dining-table,0,1358,18.0,0.0,84,can i see pictures,product,the-santa-monica-mid-century-modern-dining-table,1.0,1.0,0.0,41.6,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/scandinavian-oval-dining-table-mar-vista,0,81,20.2,0.0,50,bilder,product,scandinavian-oval-dining-table-mar-vista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/scandinavian-oval-dining-table-mar-vista?variant=49792068944171,0,10,4.8,0.0,7,modern dining table styles,product,scandinavian-oval-dining-table-mar-vista?variant=49792068944171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/the-santa-monica-mid-century-modern-dining-table?variant=39468038455398&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,0,1,1.0,0.0,1,santa monica dining table,product,the-santa-monica-mid-century-modern-dining-table?variant=39468038455398&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/the-santa-monica-mid-century-modern-dining-table?variant=32301064421478,0,1,63.0,0.0,1,modern dining table styles,product,the-santa-monica-mid-century-modern-dining-table?variant=32301064421478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/the-seymour-modern-dining-chair,0,3,45.5,0.0,2,seymour housewares,product,the-seymour-modern-dining-chair,1.0,1.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/the-santa-monica-mid-century-modern-dining-table?variant=39468038455398&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&com_cvv=8fb3d522dc163aeadb66e08cd7450cbbdddc64c6cf2e8891f6d48747c6d56d2c,0,1,1.0,0.0,1,santa monica dining table,product,the-santa-monica-mid-century-modern-dining-table?variant=39468038455398&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&com_cvv=8fb3d522dc163aeadb66e08cd7450cbbdddc64c6cf2e8891f6d48747c6d56d2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/the-vista-modern-dining-chair,0,10,39.1,0.0,6,american made dining room chairs,product,the-vista-modern-dining-chair,1.0,1.0,0.0,7.2,0.0,0.0,1.0,0.0,0.0,2026-03-01,2026-03-08
/products/upton-handmade-scandinavian-inspired-bed-frame?variant=45605067063595,0,12,8.8,0.0,5,bed frame scandinavian style,product,upton-handmade-scandinavian-inspired-bed-frame?variant=45605067063595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/van-aiken-boho-bed-fram,0,294,9.9,0.0,42,bed frames aiken,product,van-aiken-boho-bed-fram,1.0,1.0,0.0,40.6,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
/products/van-aiken-boho-bed-fram?variant=45605065785643,0,1,5.0,0.0,1,van aiken,product,van-aiken-boho-bed-fram?variant=45605065785643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-03-01,2026-03-08
